診所名稱,搜尋行政區,診所類別,營業狀態,地址,電話,資料更新時間
趙敏勝聯合診所,台中市中區,診所,未知,民族路107號,,2026-09-10 05:27
王守仁外科甲狀腺專科醫院,台中市中區,診所,未知,柳川西路三段20號24 小時營業,04 2226 3988,2026-09-10 05:27
芳世內科小兒科診所,台中市中區,診所,休息中/未營業,國光路71號已打烊,04 2220 3099,2026-09-10 05:27
澄清綜合醫院,台中市中區,泌尿科,未知,平等街139號24 小時營業,04 2463 2000,2026-09-10 05:27
豐田診所,台中市中區,泌尿科,休息中/未營業,建成路1848號1樓已打烊,04 2285 0066,2026-09-10 05:27
復興家庭醫學科診所,台中市中區,泌尿科,休息中/未營業,復興路三段235號已打烊,04 2220 0482,2026-09-10 05:27
聯醫診所,台中市中區,泌尿科,未知,臺灣大道一段79-2號,,2026-09-10 05:27
松明診所,台中市中區,泌尿科,未知,成功路378號,,2026-09-10 05:27
仁傑診所︱骨科、復健,台中市中區,骨科,營業中,高工路153號營業中,04 2260 3311,2026-09-10 05:27
陽明復健科診所,台中市中區,骨科,休息中/未營業,國光路62號已打烊,04 2227 6768,2026-09-10 05:27
林森醫院,台中市中區,骨科,休息中/未營業,三民路一段152之1號已打烊,04 2222 7800,2026-09-10 05:27
力邁物理治療所,台中市中區,骨科,營業中,建成路1160號4樓營業中,0922 133 355,2026-09-10 05:27
芳澤徒手保健中心,台中市中區,骨科,營業中,136 自由路一段11號營業中,04 2372 9393,2026-09-10 05:27
微創脊椎關節-張建鈞醫師團隊,台中市中區,骨科,營業中,太原路三段1141號營業中,0963 821 878,2026-09-10 05:27
千田婦產科診所,台中市中區,婦產科,休息中/未營業,復興路一段261號已打烊,04 2261 8032,2026-09-10 05:27
大新婦產科診所生殖中心DSRC,台中市中區,婦產科,休息中/未營業,大進街449號已打烊,04 2320 6969,2026-09-10 05:27
順生婦產科診所,台中市中區,婦產科,休息中/未營業,美村南路203號已打烊,04 2261 3275,2026-09-10 05:27
伊美美容教育機構-台中班 微刺青班 紋繡班 美甲班 美睫班 新娘秘書班 整體造型班 美容SPA班 醫學美容師班 美容乙丙級班 美髮乙丙級班,台中市中區,醫學美容,營業中,中山路27號9樓營業中,04 2229 3933,2026-09-10 05:27
"台灣美容醫學護理學會-台中分會,美容醫學護理師,美容醫學美容師 ,美容醫學諮詢師 美容醫學從業人員檢定",台中市中區,醫學美容,營業中,綠川東街32號5號樓之4營業中,04 2229 1017,2026-09-10 05:27
波適康台中店,台中市中區,醫學美容,營業中,民族路160號1樓營業中,04 2222 0638,2026-09-10 05:27
澄清美容醫學部,台中市中區,醫學美容,營業中,台灣大道四段966號2F營業中,,2026-09-10 05:27
藝群五權診所-醫美.皮秒.肉毒.玻尿酸.電波拉提.音波拉提.皮膚病,台中市中區,醫學美容,休息中/未營業,五權南路169號已打烊,04 2265 5852,2026-09-10 05:27
微媞時尚診所-台中店,台中市中區,醫學美容,營業中,向上路一段658號3樓營業中,04 2328 8880,2026-09-10 05:27
楊氏羅丹-台中分院(羅丹診所) - 台中市(南屯區) - 減重|植髮|生髮|抽脂|醫美|眼整形|減肥針|瘦瘦針|醫學美容,台中市中區,醫學美容,營業中,惠中路三段82號即將打烊：13:00,080 088 8758,2026-09-10 05:27
雙賓美容百貨有限公司,台中市中區,美容,營業中,公園路2之4號營業中,04 2227 3135,2026-09-10 05:27
詩霏雅Sfaya,台中市中區,美容,營業中,公園路50-2號營業中,,2026-09-10 05:27
BAO BOI SPA - 越式洗髪,台中市中區,美容,營業中,臺灣大道一段52號3樓營業中,0976 319 488,2026-09-10 05:27
台中市美容業職業工會,台中市中區,美容,營業中,平等街1號6樓營業中,04 2218 3468,2026-09-10 05:27
Rosa越式洗髮集團-台中旗艦店～全台最具規模第一大品牌-正宗越南洗頭創始店,台中市中區,美容,營業中,公園路18號營業中,04 2226 1999,2026-09-10 05:27
Hương nguyễn spa,台中市中區,美容,未知,繼光街87號24 小時營業,0976 103 361,2026-09-10 05:27
美洲美容髮型 Glory Hair Salon,台中市中區,美容,營業中,成功路118號營業中,04 2224 3506,2026-09-10 05:27
DR CYJ髮胜肽健髮中心 台中站前店,台中市中區,美容,營業中,臺灣大道一段195號營業中,04 2229 0271,2026-09-10 05:27
蘇菲髮妝影像美學,台中市中區,美容,未知,繼光街54號0922 620 765,,2026-09-10 05:27
金星越式洗髮-台灣大道店,台中市中區,美容,營業中,臺灣大道一段205號營業中,04 2222 6789,2026-09-10 05:27
愛甲玩美,台中市中區,美容,營業中,三民路二段114號營業中,080 000 1349,2026-09-10 05:27
莉妍美容美體美甲,台中市中區,美容,營業中,平等街65號營業中,0982 397 779,2026-09-10 05:27
Thuý Hǎng 指髮美研所-越式洗髮,台中市中區,美容,營業中,臺灣大道一段52號四樓營業中,0958 728 153,2026-09-10 05:27
Oh in,台中市中區,美容,未知,大誠街84號,,2026-09-10 05:27
N88 Beauty salon&Spa 美髮沙龍 整復推拿按摩-中區頭皮護理|專業洗髮|專業剪髮|男士剪髮|頭皮保養|在地推薦美髮,台中市中區,美容,營業中,建國路208號營業中,0900 288 582,2026-09-10 05:27
波菲爾髮型美容總店,台中市中區,美容,營業中,臺灣大道一段201號3樓營業中,04 2225 3145,2026-09-10 05:27
美姿髮型美容,台中市中區,美容,營業中,民族路123號營業中,04 2227 7555,2026-09-10 05:27
KBH hair salon,台中市中區,美容,休息中/未營業,中華路二段14號已打烊,04 2201 8622,2026-09-10 05:27
金益美美容美髮百貨行,台中市中區,美容,營業中,中華路一段100號營業中,04 2224 4929,2026-09-10 05:27
佳倫美容美髮材料行 - 指壓護膚用品 | 假睫毛 | 假髮 | 化妝品 | 美容儀器-全館批發價,台中市中區,美容,營業中,中華路一段136號營業中,04 2224 0887,2026-09-10 05:27
LuRu.Nails,台中市中區,美容,營業中,成功路141號營業中,,2026-09-10 05:27
Fukurou living 田朋朋生活有限公司,台中市中區,美容,營業中,中山路86號營業中,04 2225 3288,2026-09-10 05:27
法克專業男士熱蠟除毛工作室,台中市中區,美容,營業中,民族路21號營業中,0958 644 617,2026-09-10 05:27
山茶花推拿養生館-台中.中區(推拿進口精油，腳底按摩，刮痧拔罐，半身按摩，敷熱石頭，成功路草藥排毒，成功路全身按摩),台中市中區,美容,營業中,成功路81號營業中,0981 758 233,2026-09-10 05:27
小吉肌光 HS,台中市中區,皮膚管理,營業中,愛國街7號營業中,,2026-09-10 05:27
肌本主義皮膚管理中心,台中市中區,皮膚管理,營業中,中興路二段202號營業中,,2026-09-10 05:27
美加醫美診所北屯旗艦店-台中減脂專家/眼袋手術/醫學美容/微整形/整形外科,台中市北屯區,醫美,營業中,山西路三段138號營業中,04 2422 3686,2026-09-10 05:27
洲際星和診所【台中北屯醫美診所】海神除毛｜靜脈雷射｜血液淨化｜ONDA超微波｜電音波拉提｜私密處治療,台中市北屯區,醫美,營業中,崇德路三段99號營業中,04 2422 7898,2026-09-10 05:27
萊賦美學診所 LIFE Clinic,台中市北屯區,醫美,營業中,山西路三段116號營業中,04 2422 9000,2026-09-10 05:27
雅典娜醫美診所-北屯分院,台中市北屯區,醫美,營業中,南興園路67號2樓營業中,080 080 8568,2026-09-10 05:27
艾瑞辛美學診所 北屯館,台中市北屯區,醫美,營業中,松竹路一段931號營業中,04 2435 1111,2026-09-10 05:27
曼妮美研診所,台中市北屯區,醫美,營業中,山西路二段517號營業中,0966 066 280,2026-09-10 05:27
瑞成美學診所-北屯電波拉皮|太平音波拉提|醫美推薦|肉毒除皺|水光針|微針電波|玩美電波|痘疤治療|玻尿酸推薦|麗珠蘭,台中市北屯區,醫美,休息中/未營業,環太東路460號已打烊,04 2393 7570,2026-09-10 05:27
甯妍診所－預防醫學｜血液淨化｜微整注射｜痘疤凹疤治療｜光電雷射｜電音波｜亞歷山大除毛雷射｜醫學美容｜,台中市北屯區,醫美,營業中,山西路二段222號2樓營業中,04 2299 1348,2026-09-10 05:27
淇禾美學診所（附專屬停車場）,台中市北屯區,醫美,營業中,文心路四段955號2樓營業中,04 2247 6600,2026-09-10 05:27
恬心美學診所,台中市北屯區,醫美,營業中,南興路508號營業中,04 2436 0320,2026-09-10 05:27
默妍美學,台中市北屯區,醫美,休息中/未營業,軍福七路76號1樓已打烊,0988 229 435,2026-09-10 05:27
安穆美學診所 台中醫美診所推薦_黑眼圈、蝴蝶電波、鳳凰電波、肉毒、肉毒、皮秒雷射、海神除毛、玻尿酸,台中市北屯區,醫美,營業中,大業路379號營業中,04 2251 6030,2026-09-10 05:27
悅彤美整形外科診所,台中市北屯區,醫美,營業中,東興路三段187號營業中,04 2328 9997,2026-09-10 05:27
恆美拾光美學,台中市北屯區,醫美,營業中,山西路二段222號2樓之1營業中,0927 515 626,2026-09-10 05:27
美麗風尚診所｜台中醫美｜筋膜拉提｜埋線鼻雕｜全方位臉部抗老規劃,台中市北屯區,醫美,營業中,東興路三段399號營業中,04 2310 1117,2026-09-10 05:27
愛麗美診所 台中,台中市北屯區,醫美,營業中,"6 樓, No. 556號文心路一段營業中",04 2310 9566,2026-09-10 05:27
映玥美型診所 | 鳳凰電波 | 麗珠蘭,台中市北屯區,醫美,營業中,青海路二段240-1號營業中,04 2326 1180,2026-09-10 05:27
杉六美學｜36beauty,台中市北屯區,美學,休息中/未營業,興安路二段234號已打烊,04 2243 6099,2026-09-10 05:27
白色奇肌｜科技美學,台中市北屯區,美學,營業中,崇德二路一段186巷18號營業中,0987 666 580,2026-09-10 05:27
Juliet 美學 SPA,台中市北屯區,美學,營業中,梅川東路四段51號1樓營業中,0905 462 939,2026-09-10 05:27
喬米時尚美學/台中北平店,台中市北屯區,美學,未知,北平路四段97號0989 055 418,,2026-09-10 05:27
光韻美學診所,台中市北屯區,美學,營業中,昌平東二路170號營業中,04 2422 3357,2026-09-10 05:27
沐美學會館-北屯店,台中市北屯區,美學,營業中,景賢路127號營業中,04 2435 0200,2026-09-10 05:27
艾萱兒美學,台中市北屯區,美學,營業中,"1樓, No. 35號梅川南街營業中",,2026-09-10 05:27
路途美學｜Road Aesthetics,台中市北屯區,美學,未知,東山路一段50-19號,,2026-09-10 05:27
Kelités凱莉緹美學,台中市北屯區,美學,營業中,安順東三街2-1號營業中,,2026-09-10 05:27
迦南型體美學,台中市北屯區,美學,營業中,昌平路二段12之15巷24號營業中,,2026-09-10 05:27
Q 美學 ｜台中美甲、熱蠟,台中市北屯區,美學,營業中,松竹路二段663號1樓營業中,04 2241 5928,2026-09-10 05:27
唯真美學,台中市北屯區,美學,休息中/未營業,昌平路二段8-15號已打烊,0900 275 967,2026-09-10 05:27
The moon-樂沐美學,台中市北屯區,美學,營業中,平興街121號營業中,,2026-09-10 05:27
釆陵美學館,台中市北屯區,美學,營業中,北屯路208號營業中,0958 714 988,2026-09-10 05:27
棋格美學Chic Aesthetics,台中市北屯區,美學,營業中,雷中街66號7F營業中,0988 726 513,2026-09-10 05:27
芮登沐美學｜按摩｜做臉｜除毛｜霧唇｜美白岩盤浴｜醫美術後修復｜北屯,台中市北屯區,美學,營業中,南興三路307號營業中,04 2436 2245,2026-09-10 05:27
Ivy Lin 美學｜台中北屯霧眉/新娘秘書工作室,台中市北屯區,美學,未知,軍福九路160號0987 612 887,,2026-09-10 05:27
許惠翔美學診所｜台中妍回美學診所,台中市北屯區,美學,營業中,大墩十二街341號營業中,04 2251 6316,2026-09-10 05:27
芙之選美學,台中市北屯區,美學,營業中,東山路一段152-8號營業中,0913 213 278,2026-09-10 05:27
森芝薇芳療美學Spa,台中市北屯區,美學,營業中,祥順路一段427號營業中,,2026-09-10 05:27
Purely 美學/肌膚管理/spa/美胸保養/術後美胸,台中市北屯區,美學,營業中,青島路三段201號營業中,,2026-09-10 05:27
WOOWEI霧葳美學｜台中北屯霧眉｜霧唇專門店｜唇淡色｜機器野生眉｜開運修眉｜霧髮蘊髮｜紋繡教學｜日式美睫｜講座活動場地分租｜床位共享,台中市北屯區,美學,營業中,松和街36號營業中,0984 508 777,2026-09-10 05:27
日熙美學｜北屯美甲,台中市北屯區,美學,營業中,東光路892巷5號1樓營業中,,2026-09-10 05:27
初見美學,台中市北屯區,美學,營業中,華富街40號營業中,,2026-09-10 05:27
蔓活肌膚美學中心｜北屯松竹店,台中市北屯區,美學,營業中,松竹路一段885號營業中,0981 203 766,2026-09-10 05:27
宣和複合式美學｜沈浸式精油舒壓・美甲美睫・育兒友善空間（北屯店）,台中市北屯區,美學,營業中,東光路724巷41號營業中,0973 902 558,2026-09-10 05:27
歆玥美學｜XINYUE Beauty｜肌膚管理｜低痛感清粉刺｜科技美容｜醫學美容｜霧唇｜唇淡色,台中市北屯區,肌膚管理,營業中,經貿一路158巷52號2樓營業中,,2026-09-10 05:27
Niita Beauty,台中市北屯區,肌膚管理,未知,松竹北路205號,,2026-09-10 05:27
懶女孩皮膚管理美容,台中市北屯區,肌膚管理,營業中,文昌東九街28號營業中,,2026-09-10 05:27
首妍美學,台中市北屯區,肌膚管理,營業中,松竹路一段875號營業中,,2026-09-10 05:27
La peonía 北屯店 萊佩妮亞 肌膚管理,台中市北屯區,肌膚管理,未知,柳陽西街92巷8號,,2026-09-10 05:27
LOHAS Skin Care,台中市北屯區,肌膚管理,未知,文昌東四街47-3號,,2026-09-10 05:27
舒希雅管理美學,台中市北屯區,肌膚管理,營業中,綏遠路二段132號營業中,,2026-09-10 05:27
和光美學所,台中市北屯區,肌膚管理,營業中,昌平路二段10巷72弄營業中,,2026-09-10 05:27
MM SkinLab肌膚管理所,台中市北屯區,肌膚管理,營業中,平德路62巷10弄10號營業中,,2026-09-10 05:27
FEI FEI 概念美學,台中市北屯區,肌膚管理,營業中,松竹北路55號營業中,,2026-09-10 05:27
好事顏究所,台中市北屯區,肌膚管理,營業中,敦化路一段627號營業中,,2026-09-10 05:27
迎妃玥香氛spa,台中市北屯區,肌膚管理,營業中,崇德五路148號營業中,,2026-09-10 05:27
KWASH韓風科技潔膚 北屯店,台中市北屯區,肌膚管理,營業中,旅順路二段380號營業中,,2026-09-10 05:27
芮恩美學肌膚管理中心 台中海菲秀原廠展示中心,台中市北屯區,肌膚管理,營業中,惠中路一段170號營業中,,2026-09-10 05:27
覓妍,台中市北屯區,肌膚管理,營業中,黎明東街195號3樓營業中,,2026-09-10 05:27
Janus美學 精油按摩spa | 韓式皮膚管理｜除毛｜耳燭｜,台中市北屯區,肌膚管理,營業中,綏遠路二段61號營業中,,2026-09-10 05:27
白子美學肌膚管理,台中市北屯區,肌膚管理,營業中,遼陽四街39號2樓營業中,,2026-09-10 05:27
豐裕皮膚科診所,台中市北屯區,皮膚科,休息中/未營業,崇德十二路167號已打烊,04 2243 1167,2026-09-10 05:27
延壽檢驗院,台中市北屯區,皮膚科,休息中/未營業,東山路一段35號已打烊,04 2244 2881,2026-09-10 05:27
健仁診所,台中市北屯區,皮膚科,未知,水景街89號,,2026-09-10 05:27
陳駿逸皮膚科診所,台中市北屯區,皮膚科,休息中/未營業,"1樓, No. 217號黎明路三段已打烊",04 2451 9589,2026-09-10 05:27
承智皮膚科診所,台中市北屯區,皮膚科,休息中/未營業,黎明路二段452號已打烊,04 2254 5688,2026-09-10 05:27
昌興診所,台中市北屯區,皮膚科,營業中,東興路三段157號營業中,04 2327 6888,2026-09-10 05:27
東家皮膚科診所,台中市北屯區,皮膚科,休息中/未營業,東興路二段65號已打烊,04 2473 8358,2026-09-10 05:27
鍾景仁整形外科診所,台中市北屯區,整形外科,休息中/未營業,青海路二段240之2號已打烊,04 2701 8003,2026-09-10 05:27
玉貴人整形外科診所(台中店),台中市北屯區,整形外科,營業中,重慶路337號營業中,04 2471 0486,2026-09-10 05:27
